"subids","trial_num","category","condition","prop_sub","prop_bas","prop_sup","exp"
41,5,"animals","3bas",1,1,0,3
42,5,"animals","3bas",1,0.5,0,3
43,5,"vehicles","3sup",1,1,0.5,3
44,5,"vehicles","3bas",1,1,0,3
45,5,"vehicles","one",0.5,0.5,0,3
46,5,"vehicles","3sup",1,1,0.75,3
47,5,"vehicles","3bas",1,1,0,3
48,5,"vehicles","one",1,0,0,3
49,5,"vehicles","one",1,1,0,3
50,5,"animals","one",1,0,0,3
1,4,"vehicles","3sup",1,1,1,3
2,4,"vehicles","3bas",0,1,0,3
3,4,"animals","3bas",1,1,0,3
4,4,"vehicles","3sup",1,0,0,3
5,4,"vegetables","one",1,1,0,3
6,4,"vehicles","3sup",1,1,0.75,3
7,4,"vegetables","one",1,1,0,3
8,4,"vegetables","3bas",1,1,0,3
9,4,"animals","3sup",1,0,0,3
10,4,"vegetables","3bas",1,1,0,3
11,4,"vegetables","3bas",1,1,0,3
12,4,"vegetables","one",0.5,0,0,3
13,4,"animals","3sup",1,1,0.75,3
14,4,"vehicles","one",1,0,0,3
15,4,"vehicles","one",1,0,0,3
16,4,"animals","3sup",1,1,1,3
17,4,"vegetables","3sup",1,1,1,3
18,4,"vegetables","one",1,0,0,3
19,4,"vehicles","3bas",1,0.5,0,3
20,4,"vegetables","3sup",1,1,1,3
21,4,"animals","one",1,0,0,3
22,4,"vegetables","3bas",1,1,0,3
23,4,"vegetables","3bas",1,1,0,3
24,4,"vegetables","3sup",1,1,1,3
25,4,"vegetables","3bas",1,0.5,0,3
26,4,"vehicles","3bas",1,1,0,3
27,4,"animals","3bas",1,1,0,3
28,4,"vegetables","one",1,0,0,3
29,4,"animals","3bas",1,1,0,3
30,4,"vehicles","3sup",0.5,1,1,3
31,4,"vehicles","3sup",1,1,0.75,3
32,4,"animals","one",1,0,0,3
33,4,"vehicles","one",1,0,0,3
34,4,"vehicles","3sup",1,1,0.75,3
35,4,"animals","3sup",1,0,0,3
36,4,"vehicles","one",1,0,0,3
37,4,"vegetables","3bas",1,1,0,3
38,4,"animals","one",1,0,0,3
39,4,"vegetables","one",1,0,0,3
40,4,"vegetables","one",1,0,0,3
41,4,"vehicles","3bas",1,1,0,3
42,4,"vehicles","3bas",1,0.5,0,3
43,4,"animals","3sup",1,1,1,3
44,4,"animals","3bas",1,1,0,3
45,4,"vegetables","one",1,0,0,3
46,4,"vegetables","3sup",1,1,1,3
47,4,"vegetables","3bas",1,1,0,3
48,4,"vegetables","one",1,0,0,3
49,4,"vegetables","one",1,1,0,3
50,4,"vehicles","one",1,0,0,3
1,7,"vehicles","one",1,1,0,3
2,7,"vegetables","one",1,0,0,3
3,7,"vehicles","one",1,0,0,3
4,7,"animals","one",1,0,0,3
5,7,"vehicles","3bas",1,1,0,3
6,7,"vegetables","one",1,0,0,3
7,7,"vehicles","3bas",1,1,0,3
8,7,"animals","3sup",1,1,1,3
9,7,"animals","3bas",1,0,0,3
10,7,"vehicles","3sup",1,1,1,3
11,7,"vehicles","3sup",1,1,1,3
12,7,"vegetables","3bas",0,0,0.25,3
13,7,"animals","3bas",1,1,0,3
14,7,"vegetables","3bas",1,1,0,3
15,7,"vegetables","3sup",1,1,1,3
16,7,"vegetables","one",1,0,0,3
17,7,"vehicles","3bas",1,1,0,3
18,7,"vegetables","3bas",1,1,0,3
19,7,"vegetables","3sup",0,0,0.25,3
20,7,"vegetables","3bas",1,1,0,3
21,7,"animals","3bas",1,1,0,3
22,7,"vegetables","3sup",1,0,0,3
23,7,"vehicles","one",1,0,0,3
24,7,"animals","one",0.5,0.5,0.25,3
25,7,"vegetables","3sup",1,1,0.75,3
26,7,"vehicles","one",1,0,0,3
27,7,"vegetables","3sup",1,1,0.75,3
28,7,"vehicles","3bas",1,1,0,3
29,7,"animals","3sup",0,0,0.75,3
30,7,"vehicles","3bas",1,1,0,3
31,7,"vehicles","3bas",1,1,0,3
32,7,"vehicles","3sup",1,0,0,3
33,7,"vegetables","3sup",1,1,1,3
34,7,"vehicles","one",1,0,0,3
35,7,"animals","3bas",1,1,0,3
36,7,"vehicles","3bas",1,1,0,3
37,7,"vehicles","one",1,0,0,3
38,7,"vegetables","3sup",1,0,0,3
39,7,"vegetables","3sup",1,0,0,3
40,7,"vegetables","3sup",1,0,0,3
41,7,"vegetables","3sup",1,1,1,3
42,7,"vegetables","one",1,0.5,0,3
43,7,"vehicles","3bas",1,1,0,3
44,7,"vehicles","3sup",1,1,1,3
45,7,"animals","3sup",1,1,0.5,3
46,7,"vegetables","one",1,0,0,3
47,7,"animals","3sup",1,1,1,3
48,7,"vegetables","3bas",1,1,0,3
49,7,"vehicles","3sup",1,1,0.75,3
50,7,"vehicles","3bas",1,1,0,3
1,6,"vegetables","3sup",1,1,1,3
2,6,"vegetables","3bas",1,1,0,3
3,6,"vehicles","3bas",1,1,1,3
4,6,"vegetables","3sup",0,0.5,0,3
5,6,"vehicles","one",1,1,0.75,3
6,6,"vegetables","3sup",1,1,0.75,3
7,6,"vehicles","one",1,0,0,3
8,6,"animals","3bas",1,1,0,3
9,6,"vegetables","3sup",1,0,0,3
10,6,"animals","3bas",1,1,0,3
11,6,"vehicles","3bas",1,1,0,3
12,6,"animals","one",0,0,0.25,3
13,6,"vegetables","3sup",1,1,1,3
14,6,"vegetables","one",1,0,0,3
15,6,"animals","one",1,0,0,3
16,6,"vegetables","3sup",1,1,0.75,3
17,6,"animals","3sup",1,1,1,3
18,6,"animals","one",1,0,0,3
19,6,"vegetables","3bas",1,1,0,3
20,6,"animals","3sup",1,1,1,3
21,6,"vegetables","one",1,0.5,0,3
22,6,"animals","3bas",1,1,0,3
23,6,"vehicles","3bas",1,1,0,3
24,6,"vehicles","3sup",1,1,1,3
25,6,"animals","3bas",1,1,0,3
26,6,"animals","3bas",1,1,0,3
27,6,"vehicles","3bas",1,1,0,3
28,6,"animals","one",0.5,0,0,3
29,6,"vegetables","3bas",1,0.5,0,3
30,6,"animals","3sup",1,1,1,3
31,6,"vegetables","3sup",1,1,0.75,3
32,6,"vehicles","one",1,1,0,3
33,6,"vegetables","one",1,0.5,0,3
34,6,"vegetables","3sup",1,1,1,3
35,6,"vegetables","3sup",1,0,0,3
36,6,"vegetables","one",1,0,0,3
37,6,"vehicles","3bas",1,0.5,0,3
38,6,"vegetables","one",1,0,0,3
39,6,"vehicles","one",1,0,0,3
40,6,"animals","one",1,0,0,3
41,6,"vegetables","3bas",1,1,0,3
42,6,"vegetables","3bas",1,0.5,0,3
43,6,"vegetables","3sup",1,1,1,3
44,6,"vegetables","3bas",1,1,0,3
45,6,"animals","one",1,1,0.5,3
46,6,"animals","3sup",1,1,1,3
47,6,"animals","3bas",1,1,0,3
48,6,"animals","one",1,0,0,3
49,6,"animals","one",1,1,0,3
50,6,"vegetables","one",1,0,0,3
1,10,"vegetables","3bas",1,1,0,3
2,10,"animals","3sup",1,1,1,3
3,10,"animals","3sup",1,1,1,3
4,10,"vegetables","3bas",1,1,0,3
5,10,"vehicles","3sup",1,1,0.75,3
6,10,"vehicles","3bas",1,1,0,3
7,10,"vegetables","3sup",1,1,1,3
8,10,"vehicles","one",1,0,0,3
9,10,"vehicles","one",1,0,0,3
10,10,"animals","one",1,0,0,3
11,10,"vegetables","one",1,0,0,3
12,10,"vehicles","3sup",0.5,0,0,3
13,10,"vehicles","one",1,0,0,3
14,10,"animals","3sup",1,1,1,3
15,10,"vegetables","3bas",1,1,0,3
16,10,"animals","3bas",1,1,0,3
17,10,"animals","one",1,0,0,3
18,10,"animals","3sup",0,1,0.5,3
19,10,"animals","one",0.5,0,0,3
20,10,"vehicles","one",1,0,0,3
21,10,"vegetables","3sup",1,1,1,3
22,10,"animals","one",1,0,0,3
23,10,"vegetables","3sup",1,1,1,3
24,10,"vegetables","3bas",1,1,0,3
25,10,"vehicles","one",1,0,0,3
26,10,"vegetables","3sup",1,1,1,3
27,10,"animals","one",1,0,0,3
28,10,"vehicles","3sup",1,1,0.75,3
29,10,"vegetables","one",1,1,0,3
30,10,"animals","one",1,0,0,3
31,10,"animals","one",1,1,0,3
32,10,"vegetables","3bas",1,1,0,3
33,10,"vehicles","3bas",1,1,0,3
34,10,"animals","3bas",1,1,0,3
35,10,"vehicles","one",1,0,0,3
36,10,"animals","3sup",1,1,1,3
37,10,"vegetables","3sup",1,1,0.75,3
38,10,"animals","3bas",0.5,0,0,3
39,10,"vegetables","3bas",1,1,0,3
40,10,"animals","3bas",1,0,0,3
41,10,"vegetables","one",1,1,0,3
42,10,"vegetables","3sup",1,1,0.75,3
43,10,"animals","one",1,0,0,3
44,10,"vegetables","one",1,0,0,3
45,10,"vegetables","3bas",1,1,0,3
46,10,"vegetables","3bas",1,1,0,3
47,10,"vehicles","one",1,0,0,3
48,10,"animals","3sup",1,1,1,3
49,10,"vegetables","3bas",1,1,0,3
50,10,"vegetables","3sup",1,1,1,3
