"subids","trial_num","category","condition","prop_sub","prop_bas","prop_sup","exp"
1,9,"animals","three_basic",1,1,0,10
2,9,"vegetables","three_basic",1,1,0,10
3,9,"vegetables","three_subordinate",1,0,0,10
4,9,"vehicles","three_subordinate",1,0,0,10
5,9,"animals","three_subordinate",1,0,0,10
6,9,"animals","three_superordinate",1,1,0,10
7,9,"vegetables","three_superordinate",1,1,0.75,10
8,9,"vegetables","three_basic",1,1,0,10
9,9,"vegetables","three_subordinate",1,0,0,10
10,9,"animals","three_superordinate",1,0,0,10
11,9,"vehicles","three_subordinate",1,0,0,10
12,9,"vegetables","three_basic",1,1,0,10
13,9,"vehicles","three_subordinate",1,0,0,10
14,9,"vegetables","three_superordinate",1,1,0.75,10
15,9,"vegetables","three_subordinate",1,0,0,10
16,9,"animals","three_subordinate",1,0,0,10
17,9,"animals","three_superordinate",1,1,1,10
18,9,"vehicles","three_basic",1,1,0,10
19,9,"vehicles","three_subordinate",1,0,0,10
20,9,"vehicles","three_subordinate",0.5,0,0,10
21,9,"animals","three_superordinate",1,1,1,10
22,9,"animals","three_subordinate",1,0,0,10
23,9,"vehicles","three_superordinate",1,1,1,10
24,9,"vegetables","three_superordinate",1,1,1,10
25,9,"vehicles","three_superordinate",1,1,1,10
26,9,"vehicles","three_subordinate",1,0,0,10
27,9,"vehicles","three_subordinate",1,0,0,10
28,9,"animals","three_superordinate",1,1,0.75,10
29,9,"vegetables","three_superordinate",1,1,1,10
30,9,"vegetables","three_superordinate",1,1,1,10
31,9,"vehicles","three_superordinate",1,0,0.75,10
32,9,"vehicles","three_basic",1,0.5,0,10
33,9,"vegetables","three_basic",1,1,0,10
34,9,"animals","three_subordinate",1,0,0,10
35,9,"vehicles","three_subordinate",1,0,0,10
36,9,"vegetables","three_superordinate",1,1,1,10
37,9,"vehicles","three_basic",1,1,0,10
38,9,"vehicles","three_subordinate",1,1,0,10
39,9,"animals","three_superordinate",1,1,0.75,10
40,9,"animals","three_subordinate",1,0,0,10
41,9,"vegetables","three_subordinate",1,0,0,10
42,9,"animals","three_basic",1,1,0,10
