"subids","trial_num","category","condition","prop_sub","prop_bas","prop_sup","exp"
47,2,"animals","3sub",1,0,0,8
48,2,"vegetables","3sub",1,1,0,8
49,2,"vegetables","3sub",1,0,0,8
50,2,"animals","3sub",1,0,0,8
1,5,"animals","one",1,0,0,8
2,5,"vehicles","3sup",1,0,0,8
3,5,"animals","3sup",1,0,0,8
4,5,"vehicles","3sup",0.5,0,0,8
5,5,"animals","3bas",1,1,0,8
6,5,"vehicles","3bas",1,1,0,8
7,5,"vehicles","one",1,1,0,8
8,5,"vegetables","one",1,1,0,8
9,5,"animals","3sup",1,0,0,8
10,5,"vehicles","3bas",1,1,0.25,8
11,5,"animals","3sup",1,1,1,8
12,5,"vegetables","3bas",1,1,0,8
13,5,"vehicles","one",1,0,0,8
14,5,"vehicles","3bas",1,1,0,8
15,5,"vehicles","3bas",1,1,0,8
16,5,"animals","3sup",1.5,2,0.5,8
17,5,"vehicles","3bas",1,1,0,8
18,5,"animals","3bas",1,1,0,8
19,5,"animals","3sup",1,1,1,8
20,5,"vegetables","one",1,0,0,8
21,5,"animals","one",1,0,0,8
22,5,"animals","one",1,1,0,8
23,5,"vegetables","3bas",1,1,0,8
24,5,"vegetables","one",1,0,0,8
25,5,"vehicles","3bas",1,1,0,8
26,5,"vehicles","one",1,0,0,8
27,5,"vegetables","one",1,0,0,8
28,5,"vehicles","3sup",1,1,1,8
29,5,"vehicles","3bas",1,1,1,8
30,5,"vehicles","3sup",1,1,1,8
31,5,"animals","3bas",1,1,0,8
32,5,"animals","one",1,0,0,8
33,5,"vehicles","3bas",1,1,0,8
34,5,"vegetables","one",1,1,0,8
35,5,"vehicles","one",0.5,0,0,8
36,5,"animals","3sup",1,1,1,8
37,5,"vegetables","3sup",1,0,0,8
38,5,"vehicles","one",1,0,0,8
39,5,"animals","3sup",1,0,0,8
40,5,"animals","3bas",1,1,0,8
41,5,"vegetables","one",1,0,0,8
42,5,"vehicles","one",1,0,0,8
43,5,"vehicles","one",1,1,0,8
44,5,"animals","one",1,0,0,8
45,5,"vegetables","3bas",1,1,0,8
46,5,"vehicles","3bas",1,1,0,8
47,5,"vehicles","3sup",1,1,1,8
48,5,"animals","3bas",1,1,0,8
49,5,"vegetables","3bas",1,1,0,8
50,5,"vegetables","3bas",1,1,0,8
1,4,"vehicles","one",1,0,0,8
2,4,"vegetables","3sup",1,1,1,8
3,4,"vehicles","3sup",1,0,0,8
4,4,"vegetables","3sup",1,1,0,8
5,4,"vegetables","3bas",1,1,0,8
6,4,"vegetables","3bas",1,1,0,8
7,4,"animals","one",1,1,0,8
8,4,"vehicles","one",1,0.5,0,8
9,4,"vehicles","3sup",1,0,0,8
10,4,"animals","3bas",0.5,1,0,8
11,4,"vegetables","3sup",1,1,1,8
12,4,"animals","3bas",1,1,0,8
13,4,"vegetables","one",1,1,0,8
14,4,"vegetables","3bas",1,1,0,8
15,4,"animals","3bas",1,1,0,8
16,4,"vegetables","3sup",1,0,0.75,8
17,4,"vegetables","3bas",1,1,0,8
18,4,"vegetables","3bas",1,1,0,8
19,4,"vehicles","3sup",1,1,0.75,8
20,4,"animals","one",1,0,0,8
21,4,"vehicles","one",1,0,0,8
22,4,"vegetables","one",1,0.5,0,8
23,4,"vehicles","3bas",1,1,0,8
24,4,"animals","one",1,0,0,8
25,4,"vegetables","3bas",1,1,0,8
26,4,"animals","one",1,0,0,8
27,4,"animals","one",1,0,0,8
28,4,"animals","3sup",1,1,0.75,8
29,4,"animals","3bas",1,1,0,8
30,4,"vegetables","3sup",1,1,1,8
31,4,"vehicles","3bas",1,1,0,8
32,4,"vehicles","one",1,0,0,8
33,4,"vegetables","3bas",1,1,0,8
34,4,"vehicles","one",1,1,0,8
35,4,"animals","one",1,0,0,8
36,4,"vegetables","3sup",1,1,1,8
37,4,"animals","3sup",1,1,0,8
38,4,"animals","one",1,0,0,8
39,4,"vegetables","3sup",1,0,0,8
40,4,"vegetables","3bas",1,1,0,8
41,4,"animals","one",1,0,0,8
42,4,"animals","one",1,0,0,8
43,4,"vegetables","one",1,1,0,8
44,4,"vehicles","one",1,0,0,8
45,4,"animals","3bas",0.5,1,0,8
46,4,"animals","3bas",1,1,0.25,8
47,4,"animals","3sup",1,1,1,8
48,4,"vegetables","3bas",1,1,0,8
49,4,"animals","3bas",1,1,0,8
50,4,"vehicles","3bas",1,1,0,8
1,7,"vehicles","3bas",1,1,0,8
2,7,"vegetables","3bas",1,1,0,8
3,7,"vegetables","one",1,1,0,8
4,7,"vehicles","one",1,0,0,8
5,7,"vehicles","one",1,0,0,8
6,7,"animals","3sup",1,1,1,8
7,7,"animals","3bas",1,1,0,8
8,7,"vegetables","3sup",1,1,1,8
9,7,"vegetables","3bas",0,1,0,8
10,7,"vegetables","3sup",1,1,1,8
11,7,"animals","3bas",1,1,0,8
12,7,"vehicles","one",1,0,0,8
13,7,"vegetables","3sup",1,1,1,8
14,7,"vegetables","one",1,0,0,8
15,7,"animals","one",1,0,0,8
16,7,"animals","3bas",1,1,0.75,8
17,7,"animals","one",1,0,0,8
18,7,"vegetables","one",1,0,0,8
19,7,"animals","one",1,1,0,8
20,7,"animals","3bas",1,1,0,8
21,7,"vegetables","3bas",1,1,0,8
22,7,"vehicles","3sup",1,1,0.75,8
23,7,"vehicles","one",1,0,0,8
24,7,"vegetables","3sup",1,1,0.25,8
25,7,"vegetables","3sup",1,1,1,8
26,7,"vehicles","3sup",1,1,0.75,8
27,7,"vehicles","3bas",1,1,0,8
28,7,"vegetables","3bas",1,1,0,8
29,7,"animals","3sup",1,1,1,8
30,7,"vehicles","one",1,0,0,8
31,7,"vegetables","one",1,0,0,8
32,7,"vehicles","3bas",1,1,0,8
33,7,"vegetables","3sup",1,1,1,8
34,7,"animals","3bas",1,1,0,8
35,7,"vegetables","3bas",1,1,0,8
36,7,"vehicles","one",1,1,0,8
37,7,"vehicles","one",1,0,0,8
38,7,"vehicles","3sup",1,1,1,8
39,7,"vehicles","one",1,0,0,8
40,7,"vehicles","3sup",1,1,1,8
41,7,"vegetables","3bas",1,1,0,8
42,7,"animals","3bas",1,1,0,8
43,7,"animals","3sup",1,1,1,8
44,7,"vehicles","3sup",1,1,1,8
45,7,"vehicles","one",1,0,0,8
46,7,"vehicles","3sup",1,1,0.25,8
47,7,"vehicles","3bas",1,1,0,8
48,7,"animals","one",1,0,0,8
49,7,"animals","3sup",1,1,1,8
50,7,"vegetables","3sup",1,1,0.25,8
1,6,"vegetables","one",1,0,0,8
2,6,"animals","3sup",1,1,1,8
3,6,"vegetables","3sup",1,1,0,8
4,6,"animals","3sup",1,0,0,8
5,6,"vehicles","3bas",1,1,0,8
6,6,"animals","3bas",1,1,0,8
7,6,"vegetables","one",1,1,0,8
8,6,"animals","one",1,1,0,8
9,6,"vegetables","3sup",0.5,0,0,8
10,6,"vegetables","3bas",1,1,0,8
11,6,"vehicles","3sup",1,1,0.75,8
12,6,"vehicles","3bas",1,1,0,8
13,6,"animals","one",1,1,0,8
14,6,"animals","3bas",1,1,0,8
15,6,"vegetables","3bas",1,1,0,8
16,6,"vehicles","3sup",0.5,0.5,0.5,8
17,6,"animals","3bas",1,1,0,8
18,6,"vehicles","3bas",1,1,0,8
19,6,"vegetables","3sup",1,1,0.75,8
20,6,"vehicles","one",1,0,0,8
21,6,"vegetables","one",1,0,0,8
22,6,"vehicles","one",1,1,0,8
23,6,"animals","3bas",1,1,0,8
24,6,"vehicles","one",1,0,0,8
25,6,"animals","3bas",1,1,0,8
26,6,"vegetables","one",1,0,0,8
27,6,"vehicles","one",1,0,0,8
28,6,"vegetables","3sup",1,1,0.75,8
29,6,"vegetables","3bas",1,1,0,8
30,6,"animals","3sup",1,1,1,8
31,6,"vegetables","3bas",1,1,0,8
32,6,"vegetables","one",1,0,0,8
33,6,"animals","3bas",1,1,0,8
34,6,"animals","one",1,1,0,8
35,6,"vegetables","one",1,0,0,8
36,6,"vehicles","3sup",1,1,1,8
37,6,"vehicles","3sup",1,1,0.75,8
38,6,"vegetables","one",1,0,0,8
39,6,"vehicles","3sup",0.5,0,0,8
40,6,"vehicles","3bas",1,1,0,8
41,6,"vehicles","one",1,0,0,8
42,6,"vegetables","one",1,0,0,8
43,6,"animals","one",1,1,0,8
44,6,"vegetables","one",1,0,0,8
45,6,"vehicles","3bas",1,1,0,8
46,6,"vegetables","3bas",1,1,0,8
47,6,"vegetables","3sup",1,1,1,8
48,6,"vehicles","3bas",1,1,0,8
49,6,"vehicles","3bas",1,1,0,8
50,6,"animals","3bas",1,0,0,8
1,10,"animals","3sup",1,1,0.75,8
2,10,"vehicles","one",1,0,0,8
3,10,"vegetables","3bas",1,1,0,8
4,10,"vehicles","3bas",0.5,1,0,8
5,10,"vehicles","3sup",1,1,0.75,8
6,10,"vehicles","one",1,0,0,8
7,10,"vegetables","3sup",1,1,1,8
8,10,"vegetables","3bas",1,1,0,8
9,10,"vehicles","one",0.5,0,0,8
10,10,"vehicles","one",1,0,0,8
11,10,"vegetables","one",1,1,0,8
12,10,"animals","3sup",0.5,1,1,8
13,10,"animals","3bas",1,1,0,8
14,10,"vegetables","3sup",1,1,1,8
15,10,"vegetables","3sup",1,1,1,8
16,10,"animals","one",0.5,0.5,0,8
17,10,"vegetables","3sup",1,1,1,8
18,10,"vegetables","3sup",1,1,0.75,8
19,10,"vehicles","3bas",1,1,0,8
20,10,"vegetables","3sup",1,1,1,8
21,10,"vegetables","3sup",1,1,0.75,8
22,10,"animals","3bas",1,1,0.25,8
23,10,"vehicles","3sup",1,1,0.25,8
24,10,"vegetables","3bas",1,1,0,8
25,10,"vehicles","one",1,0,0,8
26,10,"vehicles","3bas",1,1,0,8
27,10,"animals","3sup",1,1,0.25,8
28,10,"vehicles","one",1,0,0,8
29,10,"vegetables","one",1,0,0,8
30,10,"animals","3bas",1,1,0,8
31,10,"vegetables","3sup",1,1,1,8
32,10,"vegetables","3sup",1,1,1,8
33,10,"vegetables","one",1,0,0,8
34,10,"animals","3sup",1,1,1,8
35,10,"animals","3sup",1,1,1,8
36,10,"vegetables","3bas",1,1,0,8
37,10,"animals","3bas",1,1,0,8
38,10,"vegetables","3bas",1,1,0,8
39,10,"vegetables","3bas",1,1,0,8
40,10,"vegetables","one",1,0,0,8
41,10,"vehicles","3sup",1,1,0.75,8
42,10,"vehicles","3sup",1,1,0,8
43,10,"vegetables","3bas",1,1,0,8
44,10,"vegetables","3bas",1,1,0,8
45,10,"animals","3sup",1,1,1,8
46,10,"vehicles","one",1,0,0,8
47,10,"vegetables","one",1,0,0,8
48,10,"animals","3sup",1,1,1,8
49,10,"vegetables","one",1,0,0,8
50,10,"vegetables","one",1,1,0,8
