subids,trial_num,category,condition,prop_sub,prop_bas,prop_sup,exp
1,9,animals,three_basic,1,1,0,12
2,9,animals,three_superordinate,1,1,1,12
3,9,vegetables,three_superordinate,0,0,0.75,12
4,9,animals,three_superordinate,1,0.5,1,12
5,9,vegetables,three_subordinate,1,0,0,12
6,9,vehicles,three_subordinate,1,0,0,12
7,9,animals,three_superordinate,1,1,1,12
8,9,vehicles,three_superordinate,1,1,0.75,12
9,9,vehicles,three_basic,1,1,0,12
10,9,vehicles,three_subordinate,1,1,0,12
11,9,animals,three_subordinate,1,0,0,12
12,9,vegetables,three_superordinate,1,1,1,12
13,9,animals,three_basic,1,1,0,12
14,9,animals,three_subordinate,1,0,0,12
15,9,vehicles,three_superordinate,1,1,1,12
16,9,vehicles,three_basic,1,1,0,12
17,9,vehicles,three_subordinate,1,0,0,12
18,9,vehicles,three_superordinate,1,1,1,12
19,9,vehicles,three_basic,1,1,0,12
20,9,vehicles,three_superordinate,1,1,1,12
21,9,vegetables,three_subordinate,1,0,0,12
22,9,animals,three_superordinate,1,1,1,12
23,9,vegetables,three_superordinate,1,1,0.75,12
24,9,animals,three_basic,1,1,0,12
25,9,vegetables,three_superordinate,1,1,1,12
26,9,animals,three_basic,1,0.5,0,12
27,9,animals,three_basic,1,1,0,12
28,9,animals,three_basic,0.5,1,1,12
29,9,vegetables,three_basic,1,1,0,12
30,9,vegetables,three_basic,1,1,0,12
31,9,vegetables,three_subordinate,1,1,0,12
32,9,animals,three_basic,1,1,0,12
33,9,animals,three_basic,1,1,0,12
34,9,vehicles,three_superordinate,0.5,0,0,12
35,9,vegetables,three_superordinate,1,1,1,12
36,9,vegetables,three_subordinate,1,0,0,12
37,9,vegetables,three_superordinate,1,1,1,12
38,9,vehicles,three_subordinate,1,0,0,12
39,9,vehicles,three_subordinate,1,0,0,12
40,9,vegetables,three_superordinate,1,1,1,12
41,9,vehicles,three_basic,1,1,0,12
42,9,vegetables,three_superordinate,1,0.5,1,12
43,9,animals,three_basic,1,1,0,12
44,9,vegetables,three_basic,1,1,0,12
45,9,vegetables,three_superordinate,1,1,1,12
46,9,vegetables,three_superordinate,1,1,1,12
47,9,animals,three_subordinate,1,0,0,12
48,9,animals,three_subordinate,1,0,0,12
49,9,animals,three_superordinate,1,1,0.75,12
50,9,animals,three_subordinate,1,0,0,12
1,8,vegetables,three_basic,1,1,0,12
2,8,vehicles,three_superordinate,1,1,0.75,12
3,8,animals,three_superordinate,1,1,0.5,12
4,8,vegetables,three_superordinate,1,1,1,12
5,8,animals,three_subordinate,1,0,0,12
6,8,animals,three_subordinate,1,0,0,12
7,8,vegetables,three_superordinate,1,1,1,12
8,8,animals,three_superordinate,1,1,1,12
9,8,vegetables,three_basic,1,1,0,12
10,8,vegetables,three_subordinate,1,1,0,12
11,8,vegetables,three_subordinate,1,0,0,12
12,8,vehicles,three_superordinate,1,1,1,12
13,8,vehicles,three_basic,1,1,0,12
14,8,vegetables,three_subordinate,1,0,0,12
15,8,vegetables,three_superordinate,1,1,1,12
16,8,animals,three_basic,1,1,0,12
17,8,animals,three_subordinate,1,1,0,12
18,8,vegetables,three_superordinate,1,1,1,12
19,8,animals,three_basic,1,1,0,12
20,8,animals,three_superordinate,1,1,1,12
21,8,animals,three_subordinate,1,0,0,12
22,8,vegetables,three_superordinate,1,1,1,12
23,8,vehicles,three_superordinate,1,1,1,12
24,8,vegetables,three_basic,1,1,0,12
25,8,animals,three_superordinate,1,1,0.75,12
26,8,vegetables,three_basic,1,1,0,12
27,8,vegetables,three_basic,1,1,0,12
28,8,vegetables,three_basic,1,1,0,12
29,8,animals,three_basic,1,1,0,12
30,8,animals,three_basic,1,1,0,12
31,8,animals,three_subordinate,1,0,0,12
32,8,vegetables,three_basic,1,1,0,12
33,8,vegetables,three_basic,1,1,0,12
34,8,animals,three_superordinate,0.5,0,0,12
35,8,vehicles,three_superordinate,1,1,1,12
36,8,animals,three_subordinate,1,0,0,12
37,8,vehicles,three_superordinate,1,1,1,12
38,8,vegetables,three_subordinate,1,1,0,12
39,8,vegetables,three_subordinate,1,1,0,12
40,8,vehicles,three_superordinate,1,1,1,12
41,8,vegetables,three_basic,1,1,0,12
42,8,vehicles,three_superordinate,1,1,1,12
43,8,vehicles,three_basic,1,1,0,12
44,8,animals,three_basic,1,1,0,12
45,8,animals,three_superordinate,1,1,1,12
46,8,vehicles,three_superordinate,1,1,1,12
47,8,vehicles,three_subordinate,0.5,0,0,12
48,8,vehicles,three_subordinate,1,1,0,12
49,8,vehicles,three_superordinate,0.5,1,1,12
50,8,vehicles,three_subordinate,1,0,0,12
1,12,animals,three_subordinate,1,0,0,12
2,12,vehicles,three_basic,1,1,0,12
3,12,animals,three_basic,0.5,1,0.75,12
4,12,vehicles,three_basic,0.5,1,0,12
5,12,vegetables,three_superordinate,1,1,1,12
6,12,animals,three_basic,1,1,0,12
7,12,vegetables,three_basic,1,1,0,12
8,12,vegetables,three_subordinate,1,0,0,12
9,12,vegetables,three_subordinate,1,0,0,12
10,12,vehicles,three_superordinate,1,1,1,12
11,12,vegetables,three_superordinate,1,1,1,12
12,12,vegetables,three_basic,1,1,0,12
13,12,vegetables,three_superordinate,1,1,1,12
14,12,animals,three_basic,1,0,0,12
15,12,vegetables,three_subordinate,1,1,0,12
16,12,vegetables,three_superordinate,1,1,1,12
17,12,animals,three_basic,1,1,0,12
18,12,vegetables,three_subordinate,1,0,0,12
19,12,animals,three_superordinate,1,1,1,12
20,12,vehicles,three_subordinate,1,0,0,12
21,12,vehicles,three_basic,1,1,0,12
22,12,animals,three_basic,1,1,0,12
23,12,vehicles,three_basic,1,1,0,12
24,12,vegetables,three_superordinate,1,1,1,12
25,12,animals,three_subordinate,1,0,0,12
26,12,vehicles,three_subordinate,1,0,0,12
27,12,animals,three_superordinate,1,1,1,12
28,12,vegetables,three_subordinate,1,0,0,12
29,12,vegetables,three_superordinate,1,1,1,12
30,12,vegetables,three_superordinate,1,1,1,12
31,12,vehicles,three_basic,1,1,0,12
32,12,vegetables,three_subordinate,1,0,0,12
33,12,vehicles,three_subordinate,1,0,0,12
