subids,trial_num,category,condition,prop_sub,prop_bas,prop_sup,exp
6,11,vegetables,three_basic,1,1,0,2
7,11,vegetables,three_basic,1,1,0,2
8,11,vegetables,three_superordinate,1,1,1,2
9,11,vegetables,three_superordinate,1,1,1,2
10,11,animals,three_superordinate,1,0.5,1,2
11,11,vehicles,three_basic,1,1,0.25,2
12,11,vehicles,three_basic,1,1,0,2
13,11,animals,three_superordinate,1,1,1,2
14,11,vegetables,three_subordinate,1,0,0,2
15,11,vehicles,three_basic,1,1,0,2
16,11,vegetables,three_superordinate,1,1,0.75,2
17,11,animals,three_superordinate,0.5,1,1,2
18,11,vegetables,three_basic,1,1,0,2
19,11,animals,three_superordinate,1,1,1,2
20,11,vehicles,three_superordinate,1,0,0.25,2
21,11,vehicles,three_subordinate,1,0,0,2
22,11,vegetables,three_superordinate,1,1,1,2
23,11,vehicles,three_superordinate,0.5,1,0,2
24,11,animals,three_superordinate,1,1,1,2
25,11,animals,three_superordinate,1,1,1,2
26,11,vehicles,three_basic,1,0,0,2
27,11,vehicles,three_subordinate,1,0,0,2
28,11,vehicles,three_subordinate,1,0,0,2
29,11,vehicles,three_basic,1,1,0,2
30,11,vehicles,three_subordinate,1,0,0,2
31,11,animals,three_subordinate,1,1,0,2
32,11,vegetables,three_subordinate,1,0,0,2
33,11,vegetables,three_superordinate,1,1,1,2
34,11,animals,three_subordinate,1,0,0,2
35,11,vegetables,three_basic,1,1,0,2
36,11,vegetables,three_subordinate,1,0,0,2
37,11,animals,three_subordinate,1,0,0,2
38,11,animals,three_superordinate,1,1,1,2
39,11,vehicles,three_superordinate,1,1,0.75,2
40,11,animals,three_subordinate,1,0,0,2
41,11,vehicles,three_superordinate,1,0,0,2
42,11,vehicles,three_superordinate,1,1,1,2
43,11,vehicles,three_basic,1,1,0,2
44,11,vehicles,three_superordinate,1,1,1,2
45,11,vegetables,three_superordinate,1,1,0.75,2
46,11,vegetables,three_subordinate,1,0,0,2
47,11,vegetables,three_subordinate,1,0,0,2
48,11,vehicles,three_subordinate,1,0,0,2
49,11,animals,three_subordinate,1,1,0,2
50,11,animals,three_basic,1,0.5,0,2
1,1,vegetables,one,1,1,0,2
2,1,animals,one,1,0,0,2
3,1,vehicles,one,3,3,3,2
4,1,animals,one,1,1,0,2
5,1,vegetables,one,0.5,0,0,2
6,1,vegetables,one,1,0.5,0,2
7,1,animals,one,1,1,0,2
8,1,vegetables,one,1,1,0,2
9,1,vehicles,one,1,0,0,2
10,1,vehicles,one,1,0,0,2
11,1,vehicles,one,1,0.5,0.25,2
12,1,vehicles,one,1,1,0,2
13,1,animals,one,1,1,0,2
14,1,animals,one,1,0,0,2
15,1,vehicles,one,1,1,0,2
16,1,vehicles,one,1,1,0,2
17,1,vegetables,one,1,1,0,2
18,1,animals,one,1,1,0,2
19,1,animals,one,1,1,0,2
20,1,vehicles,one,1,0,0,2
21,1,vegetables,one,1,0,0,2
22,1,vehicles,one,1,0,0,2
23,1,vehicles,one,1,0.5,0,2
24,1,animals,one,1,1,0,2
25,1,vegetables,one,1,1,0,2
26,1,animals,one,1,0,0,2
27,1,animals,one,1,1,0,2
28,1,vehicles,one,1,1,0,2
29,1,vehicles,one,1,0,0,2
30,1,animals,one,1,1,0,2
31,1,animals,one,1,1,0,2
32,1,vegetables,one,1,0,0,2
33,1,animals,one,1,1,0,2
34,1,vehicles,one,0.5,1,0,2
35,1,vehicles,one,1,0,0,2
36,1,vehicles,one,1,1,0,2
37,1,animals,one,1,1,0,2
38,1,vehicles,one,1,1,0,2
39,1,vehicles,one,1,1,0,2
40,1,vehicles,one,1,0,0,2
41,1,animals,one,1,0,0,2
42,1,vegetables,one,1,1,0,2
43,1,vehicles,one,1,1,0,2
44,1,animals,one,1,1,0,2
45,1,vegetables,one,1,1,0,2
46,1,animals,one,1,0,0,2
47,1,animals,one,0.5,1,0,2
48,1,vegetables,one,1,1,0,2
49,1,vehicles,one,1,0,0,2
50,1,vegetables,one,1,0,0,2
1,3,animals,one,1,1,0,2
2,3,vehicles,one,1,0,0,2
3,3,vegetables,one,1,1,1,2
4,3,vegetables,one,1,1,0,2
5,3,vehicles,one,0.5,0,0,2
6,3,vehicles,one,1,0,0,2
7,3,vehicles,one,1,0.5,0,2
8,3,vehicles,one,1,1,0,2
9,3,animals,one,1,0,0,2
10,3,animals,one,1,0,0,2
11,3,animals,one,1,1,0.25,2
12,3,vegetables,one,1,1,0,2
13,3,vegetables,one,1,1,0,2
14,3,vehicles,one,1,0,0,2
15,3,animals,one,1,1,0,2
16,3,vegetables,one,1,1,0,2
17,3,vehicles,one,1,1,0,2
18,3,vegetables,one,1,1,1,2
19,3,vehicles,one,1,1,0,2
20,3,animals,one,0.5,1,0,2
21,3,vehicles,one,1,0,0,2
22,3,vegetables,one,1,1,0,2
23,3,animals,one,1,1,0,2
24,3,vehicles,one,1,1,0,2
25,3,animals,one,1,1,0,2
26,3,vegetables,one,1,0,0,2
27,3,vehicles,one,1,1,0,2
28,3,animals,one,1,0,0,2
29,3,animals,one,1,1,0,2
30,3,vehicles,one,1,1,0,2
31,3,vegetables,one,1,1,0,2
32,3,animals,one,0.5,0,0,2
33,3,vehicles,one,1,1,0,2
34,3,vegetables,one,1,1,0,2
35,3,vegetables,one,1,1,0,2
36,3,vegetables,one,1,1,0,2
37,3,vehicles,one,1,1,0,2
38,3,animals,one,1,1,0,2
39,3,animals,one,1,1,0,2
40,3,animals,one,1,1,0,2
41,3,vehicles,one,1,0,0,2
42,3,animals,one,1,0,0,2
43,3,animals,one,1,1,0,2
44,3,vehicles,one,1,1,0,2
45,3,vehicles,one,1,1,0,2
46,3,vegetables,one,1,0,0,2
47,3,vehicles,one,1,1,0,2
48,3,animals,one,1,1,0,2
49,3,animals,one,1,1,0,2
50,3,animals,one,1,0,0,2
1,2,vehicles,one,1,1,0,2
2,2,vegetables,one,1,0,0,2
3,2,animals,one,1,1,0,2
4,2,vehicles,one,1,1,1,2
5,2,animals,one,1,0,0,2
6,2,animals,one,1,0,0,2
7,2,vegetables,one,0.5,1,0.5,2
8,2,animals,one,1,1,0,2
9,2,vegetables,one,1,0,0,2
10,2,vegetables,one,1,1,0,2
11,2,vegetables,one,1,1,0,2
12,2,animals,one,0.5,1,0,2
13,2,vehicles,one,1,1,0,2
14,2,vegetables,one,1,0,0,2
15,2,vegetables,one,1,1,0,2
16,2,animals,one,1,1,0,2
17,2,animals,one,1,0.5,0,2
18,2,vehicles,one,1,1,1,2
19,2,vegetables,one,1,1,0,2
20,2,vegetables,one,1,1,0,2
21,2,animals,one,1,0,0,2
22,2,animals,one,1,1,0,2
23,2,vegetables,one,1,0.5,0,2
24,2,vegetables,one,1,1,0,2
25,2,vehicles,one,1,0.5,0,2
26,2,vehicles,one,1,0,0,2
27,2,vegetables,one,1,1,0,2
28,2,vegetables,one,1,1,0,2
29,2,vegetables,one,1,1,0,2
30,2,vegetables,one,1,1,0,2
31,2,vehicles,one,0.5,1,0,2
32,2,vehicles,one,0.5,0,0,2
33,2,vegetables,one,1,1,0,2
34,2,animals,one,1,1,0,2
35,2,animals,one,1,0,0,2
36,2,animals,one,1,1,0,2
37,2,vegetables,one,1,1,0,2
38,2,vegetables,one,1,0,0,2
39,2,vegetables,one,1,1,0,2
40,2,vegetables,one,1,1,0,2
41,2,vegetables,one,1,0,0,2
42,2,vehicles,one,1,0,0,2
43,2,vegetables,one,1,1,0,2
44,2,vegetables,one,1,1,0,2
45,2,animals,one,1,0,0,2
46,2,vehicles,one,1,0,0,2
47,2,vegetables,one,1,1,0,2
48,2,vehicles,one,1,1,0,2
49,2,vegetables,one,1,1,0,2
50,2,vehicles,one,1,0,0,2
1,5,animals,three_superordinate,1,1,1,2
2,5,animals,three_basic,1,1,0,2
3,5,animals,three_basic,1,1,0,2
4,5,vegetables,three_subordinate,1,0,0,2
5,5,vegetables,three_subordinate,1,0,0,2
6,5,animals,three_subordinate,1,0,0,2
7,5,animals,three_superordinate,1,1,0,2
8,5,vehicles,three_basic,1,1,0,2
9,5,animals,three_superordinate,1,1,1,2
10,5,animals,three_subordinate,1,0,0,2
11,5,animals,three_basic,1,1,0,2
12,5,animals,three_subordinate,1,0,0,2
13,5,vegetables,three_subordinate,1,0,0,2
14,5,vehicles,three_superordinate,1,1,0,2
15,5,animals,three_superordinate,1,1,0.75,2
16,5,vegetables,three_basic,1,1,0,2
17,5,animals,three_subordinate,1,1,0,2
18,5,vegetables,three_subordinate,1,1,0,2
19,5,vegetables,three_subordinate,1,0,0,2
20,5,vegetables,three_basic,0.5,1,0,2
21,5,vegetables,three_superordinate,1,0,0,2
22,5,animals,three_subordinate,1,0,0,2
23,5,vegetables,three_superordinate,1,1,1,2
24,5,vehicles,three_basic,1,1,0,2
25,5,animals,three_subordinate,1,0,0,2
26,5,vehicles,three_superordinate,1,0,0,2
27,5,vehicles,three_superordinate,1,1,0.75,2
28,5,vehicles,three_superordinate,0.5,1,1,2
29,5,animals,three_basic,1,1,0,2
30,5,animals,three_subordinate,1,0,0,2
31,5,vehicles,three_subordinate,1,0.5,0,2
32,5,vehicles,three_basic,1,1,0,2
33,5,vehicles,three_basic,1,1,0,2
34,5,vegetables,three_superordinate,1,1,1,2
35,5,vegetables,three_subordinate,1,0,0,2
36,5,animals,three_basic,1,1,0,2
37,5,animals,three_superordinate,1,1,1,2
38,5,animals,three_subordinate,1,0,0,2
39,5,vehicles,three_basic,1,1,0,2
40,5,vehicles,three_basic,1,1,0,2
41,5,animals,three_subordinate,1,0,0,2
42,5,animals,three_superordinate,1,1,1,2
43,5,vegetables,three_superordinate,1,1,1,2
44,5,animals,three_basic,1,1,0,2
45,5,animals,three_basic,1,0,0,2
46,5,animals,three_subordinate,1,0,0,2
47,5,vegetables,three_superordinate,1,1,1,2
48,5,animals,three_basic,1,1,0,2
49,5,vegetables,three_superordinate,1,1,1,2
50,5,vegetables,three_superordinate,1,1,1,2
1,4,animals,three_subordinate,1,0,0,2
2,4,vegetables,three_subordinate,1,0,0,2
3,4,animals,three_superordinate,1,1,1,2
4,4,vehicles,three_subordinate,1,0,0,2
5,4,vehicles,three_basic,1,1,0,2
6,4,vehicles,three_subordinate,1,0,0,2
7,4,animals,three_subordinate,1,0,0,2
8,4,animals,three_basic,1,0.5,0,2
9,4,vehicles,three_subordinate,1,0,0,2
10,4,vehicles,three_subordinate,1,0,0,2
11,4,vegetables,three_basic,1,1,0,2
12,4,vegetables,three_superordinate,1,1,1,2
13,4,vegetables,three_basic,1,1,0,2
14,4,animals,three_superordinate,1,1,0.25,2
15,4,animals,three_subordinate,1,0,0,2
16,4,vehicles,three_basic,1,1,0,2
17,4,vehicles,three_superordinate,1,1,0.5,2
18,4,vegetables,three_superordinate,1,1,0.75,2
19,4,animals,three_subordinate,1,0,0,2
20,4,animals,three_basic,1,1,0,2
21,4,vehicles,three_superordinate,1,0,0,2
22,4,vehicles,three_basic,1,1,0,2
23,4,vehicles,three_subordinate,0.5,1,0,2
24,4,animals,three_subordinate,1,0,0,2
25,4,vegetables,three_basic,1,1,0,2
26,4,vegetables,three_superordinate,1,0,0,2
27,4,vegetables,three_superordinate,1,1,1,2
28,4,animals,three_superordinate,1,1,1,2
29,4,vegetables,three_basic,1,1,0,2
30,4,vehicles,three_basic,1,1,0,2
31,4,vegetables,three_superordinate,1,1,1,2
32,4,vehicles,three_superordinate,1,0,0,2
33,4,vehicles,three_subordinate,1,0,0,2
34,4,animals,three_superordinate,1,1,1,2
35,4,animals,three_subordinate,1,0,0,2
36,4,animals,three_superordinate,1,1,1,2
37,4,vehicles,three_superordinate,1,1,0.75,2
38,4,vegetables,three_superordinate,1,1,1,2
39,4,animals,three_superordinate,1,1,1,2
40,4,vehicles,three_superordinate,1,1,1,2
41,4,vegetables,three_superordinate,1,0,0,2
42,4,vegetables,three_basic,1,1,0,2
43,4,animals,three_subordinate,1,0,0,2
44,4,animals,three_subordinate,1,0,0,2
45,4,animals,three_superordinate,1,1,0.75,2
46,4,animals,three_basic,1,1,0,2
47,4,vehicles,three_subordinate,1,0,0,2
48,4,animals,three_subordinate,1,0,0,2
49,4,animals,three_basic,1,1,0,2
50,4,animals,three_superordinate,1,1,1,2
1,7,vehicles,three_subordinate,1,0,0,2
2,7,vegetables,three_superordinate,1,1,1,2
3,7,vegetables,three_subordinate,1,1,0,2
4,7,animals,three_subordinate,1,0,0,2
5,7,vegetables,three_basic,1,1,0,2
6,7,vehicles,three_basic,1,1,1,2
7,7,vehicles,three_subordinate,1,0,0,2
8,7,vehicles,three_superordinate,1,1,1,2
9,7,animals,three_subordinate,1,0,0,2
10,7,vegetables,three_basic,1,1,0,2
11,7,vegetables,three_superordinate,1,1,0,2
12,7,animals,three_superordinate,1,1,0,2
13,7,animals,three_subordinate,1,0,0,2
14,7,vehicles,three_subordinate,0.5,0,0,2
15,7,vegetables,three_basic,1,1,0,2
16,7,animals,three_basic,1,1,0,2
17,7,vehicles,three_subordinate,1,1,0,2
18,7,animals,three_superordinate,1,1,1,2
19,7,vehicles,three_superordinate,1,1,1,2
20,7,vehicles,three_basic,1,1,0,2
21,7,vegetables,three_basic,1,1,0,2
22,7,vehicles,three_superordinate,1,1,1,2
23,7,vegetables,three_basic,1,1,0,2
24,7,vegetables,three_subordinate,1,1,0,2
25,7,vehicles,three_subordinate,1,0,0,2
26,7,animals,three_subordinate,1,0,0,2
27,7,vegetables,three_subordinate,1,1,0,2
28,7,animals,three_basic,1,1,0,2
29,7,vehicles,three_subordinate,1,0,0,2
30,7,vehicles,three_superordinate,1,1,1,2
31,7,vehicles,three_superordinate,0.5,1,1,2
32,7,animals,three_superordinate,1,0,0,2
33,7,animals,three_subordinate,1,0,0,2
34,7,vehicles,three_superordinate,1,1,0.75,2
35,7,vehicles,three_superordinate,1,1,1,2
36,7,vegetables,three_superordinate,1,1,1,2
37,7,vegetables,three_subordinate,1,1,0,2
38,7,vehicles,three_subordinate,1,0,0,2
39,7,animals,three_basic,1,1,0,2
40,7,vegetables,three_subordinate,1,0,0,2
41,7,animals,three_superordinate,1,0,0,2
42,7,animals,three_subordinate,1,0,0,2
43,7,vegetables,three_basic,1,1,0,2
44,7,vegetables,three_superordinate,1,1,1,2
45,7,vehicles,three_superordinate,1,1,0.5,2
46,7,vegetables,three_basic,1,1,0,2
47,7,animals,three_superordinate,1,1,1,2
48,7,animals,three_superordinate,1,1,1,2
49,7,vegetables,three_subordinate,1,0.5,0,2
50,7,animals,three_subordinate,1,0,0,2
1,6,vehicles,three_basic,0.5,0.5,0,2
2,6,vegetables,three_basic,1,1,0,2
3,6,animals,three_subordinate,1,0,0,2
4,6,vehicles,three_basic,1,1,0,2
5,6,animals,three_subordinate,1,0,0,2
6,6,animals,three_superordinate,1,1,1,2
7,6,vegetables,three_subordinate,1,0.5,0,2
8,6,vegetables,three_basic,1,1,0,2
9,6,vegetables,three_basic,1,1,0,2
10,6,vegetables,three_superordinate,1,1,0.75,2
11,6,vegetables,three_subordinate,1,1,0,2
12,6,animals,three_basic,1,1,0,2
13,6,vehicles,three_superordinate,1,1,0.5,2
14,6,vegetables,three_superordinate,1,1,0.25,2
15,6,vehicles,three_subordinate,1,0,0,2
16,6,vehicles,three_superordinate,1,1,1,2
17,6,vegetables,three_superordinate,1,1,1,2
18,6,vehicles,three_superordinate,1,1,1,2
19,6,vegetables,three_basic,1,1,0,2
20,6,animals,three_superordinate,1,1,1,2
21,6,animals,three_superordinate,1,0,0,2
22,6,animals,three_basic,1,1,0,2
23,6,animals,three_subordinate,1,1,0,2
24,6,vehicles,three_subordinate,1,0,0,2
25,6,animals,three_basic,1,1,0,2
26,6,animals,three_basic,1,0,0,2
27,6,animals,three_superordinate,1,1,1,2
28,6,animals,three_subordinate,1,0,0,2
29,6,vegetables,three_subordinate,1,0,0,2
30,6,animals,three_basic,1,1,0,2
31,6,vegetables,three_basic,1,1,0,2
32,6,vegetables,three_basic,1,1,0,2
33,6,vegetables,three_basic,1,1,0,2
34,6,vehicles,three_subordinate,1,0,0,2
35,6,vegetables,three_superordinate,1,1,1,2
36,6,vehicles,three_subordinate,1,0,0,2
37,6,animals,three_basic,1,1,0,2
38,6,animals,three_basic,1,1,0,2
39,6,vegetables,three_basic,1,1,0,2
40,6,animals,three_superordinate,1,1,1,2
41,6,vegetables,three_basic,1,1,0,2
42,6,animals,three_basic,1,1,0,2
43,6,vehicles,three_superordinate,1,1,0.75,2
44,6,vehicles,three_basic,1,1,0,2
45,6,vegetables,three_basic,1,1,0,2
46,6,vehicles,three_superordinate,1,1,0.75,2
47,6,vegetables,three_basic,1,1,0,2
48,6,vegetables,three_basic,1,1,0,2
49,6,vehicles,three_basic,1,1,0.5,2
50,6,vehicles,three_subordinate,1,0,0,2
1,10,vegetables,three_superordinate,1,1,1,2
2,10,animals,three_superordinate,1,1,1,2
3,10,vehicles,three_basic,1,1,0,2
4,10,vegetables,three_superordinate,1,1,1,2
5,10,animals,three_basic,1,1,0,2
6,10,vehicles,three_superordinate,1,1,1,2
7,10,vehicles,three_superordinate,1,0.5,0.5,2
8,10,animals,three_subordinate,1,0,0,2
9,10,vehicles,three_superordinate,1,1,0.5,2
10,10,animals,three_basic,1,1,0,2
11,10,vehicles,three_superordinate,1,1,0,2
12,10,vegetables,three_basic,1,1,0,2
13,10,vehicles,three_basic,1,1,0,2
14,10,animals,three_basic,1,1,0,2
15,10,vehicles,three_superordinate,1,1,1,2
16,10,vegetables,three_subordinate,1,0,0,2
17,10,animals,three_basic,1,1,0,2
18,10,vehicles,three_basic,1,1,0,2
19,10,vehicles,three_basic,1,1,0,2
20,10,vegetables,three_superordinate,1,1,1,2
21,10,vegetables,three_subordinate,1,0,0,2
22,10,animals,three_superordinate,1,1,1,2
23,10,vegetables,three_subordinate,1,1,0,2
24,10,vegetables,three_superordinate,1,1,1,2
25,10,vegetables,three_subordinate,1,0,0,2
26,10,vegetables,three_subordinate,1,0,0,2
27,10,vehicles,three_basic,1,1,0,2
28,10,vegetables,three_superordinate,1,1,1,2
29,10,vehicles,three_superordinate,1,1,1,2
30,10,animals,three_superordinate,1,1,1,2
31,10,animals,three_basic,1,1,0,2
32,10,animals,three_subordinate,1,0,0,2
33,10,animals,three_basic,1,1,0,2
34,10,vegetables,three_basic,1,1,0,2
35,10,vehicles,three_subordinate,1,0,0,2
36,10,vehicles,three_superordinate,1,1,1,2
37,10,vegetables,three_superordinate,1,1,1,2
38,10,vehicles,three_superordinate,1,1,1,2
39,10,vehicles,three_subordinate,1,0,0,2
40,10,animals,three_basic,1,1,0,2
41,10,vehicles,three_subordinate,1,0,0,2
42,10,vegetables,three_superordinate,1,1,1,2
43,10,vegetables,three_subordinate,1,0,0,2
44,10,vegetables,three_basic,1,1,0,2
45,10,vegetables,three_subordinate,1,1,0,2
46,10,vehicles,three_basic,1,0.5,0.25,2
47,10,animals,three_basic,1,1,0,2
48,10,vehicles,three_basic,1,1,0,2
49,10,vehicles,three_superordinate,1,1,1,2
50,10,vegetables,three_subordinate,1,1,0,2
