"subids","trial_num","category","condition","prop_sub","prop_bas","prop_sup","exp"
47,9,"animals","three_basic",1,1,1,7
48,9,"vegetables","three_basic",1,1,0,7
49,9,"vehicles","three_basic",0.5,0.5,0.25,7
50,9,"vegetables","three_subordinate",1,0,0,7
1,8,"vegetables","three_superordinate",1,1,1,7
2,8,"vegetables","three_basic",1,1,0,7
3,8,"vegetables","three_subordinate",1,0,0,7
4,8,"vehicles","three_basic",1,1,0,7
5,8,"vegetables","three_superordinate",1,1,1,7
6,8,"vehicles","three_subordinate",1,0,0,7
7,8,"vehicles","three_basic",0.5,1,0,7
8,8,"animals","three_basic",1,1,0,7
9,8,"vegetables","three_superordinate",1,1,1,7
10,8,"animals","three_subordinate",1,0,0,7
11,8,"vegetables","three_superordinate",1,1,1,7
12,8,"vehicles","three_superordinate",1,0,0.25,7
13,8,"vehicles","three_subordinate",1,0,0,7
14,8,"animals","three_subordinate",1,0,0,7
15,8,"vehicles","three_superordinate",1,1,1,7
16,8,"vegetables","three_basic",1,1,0,7
17,8,"animals","three_superordinate",1,1,1,7
18,8,"vehicles","three_basic",1,1,0,7
19,8,"vegetables","three_basic",1,1,0,7
20,8,"vehicles","three_superordinate",1,1,1,7
21,8,"vegetables","three_subordinate",1,0,0,7
22,8,"animals","three_subordinate",0.5,0,0,7
23,8,"vehicles","three_superordinate",1,1,1,7
24,8,"animals","three_subordinate",0,0,0.25,7
25,8,"vegetables","three_subordinate",1,0,0,7
26,8,"animals","three_basic",1,1,0,7
27,8,"vegetables","three_subordinate",1,0,0,7
28,8,"vegetables","three_subordinate",1,0,0,7
29,8,"vegetables","three_subordinate",1,0,0,7
30,8,"animals","three_basic",1,1,1,7
31,8,"animals","three_subordinate",1,0,0,7
32,8,"vehicles","three_superordinate",1,1,1,7
33,8,"vegetables","three_superordinate",1,1,1,7
34,8,"animals","three_superordinate",1,1,1,7
35,8,"vehicles","three_superordinate",1,0,0,7
36,8,"vehicles","three_basic",1,1,0,7
37,8,"vegetables","three_subordinate",1,0,0,7
38,8,"vehicles","three_superordinate",1,0,0,7
39,8,"vehicles","three_superordinate",1,1,1,7
40,8,"vegetables","three_basic",1,1,0,7
41,8,"vehicles","three_basic",0.5,1,0,7
42,8,"vegetables","three_subordinate",1,0,0,7
43,8,"vehicles","three_basic",1,1,0,7
44,8,"vegetables","three_basic",1,1,0,7
45,8,"animals","three_superordinate",1,1,1,7
46,8,"vehicles","three_basic",0.5,0.5,0,7
47,8,"animals","three_superordinate",1,1,1,7
48,8,"vegetables","three_superordinate",1,1,1,7
49,8,"animals","three_basic",0.5,1,0,7
50,8,"animals","three_superordinate",1,1,1,7
1,12,"vegetables","three_subordinate",1,1,0,7
2,12,"vehicles","three_basic",1,1,0,7
3,12,"vegetables","three_superordinate",1,1,1,7
4,12,"animals","three_superordinate",1,1,1,7
5,12,"animals","three_superordinate",1,1,0.75,7
6,12,"vehicles","three_basic",0.5,1,0,7
7,12,"animals","three_subordinate",1,0,0,7
8,12,"vegetables","three_superordinate",0,0,1,7
9,12,"vehicles","three_subordinate",1,0.5,0,7
10,12,"animals","three_superordinate",1,1,1,7
11,12,"vehicles","three_basic",1,1,0,7
12,12,"vegetables","three_basic",1,1,0,7
13,12,"vegetables","three_subordinate",1,0,0,7
14,12,"vehicles","three_basic",1,1,0,7
15,12,"vegetables","three_superordinate",1,1,1,7
16,12,"vehicles","three_superordinate",1,1,1,7
17,12,"vehicles","three_superordinate",1,1,1,7
18,12,"vegetables","three_subordinate",1,0,0,7
19,12,"vegetables","three_subordinate",1,0,0,7
20,12,"animals","three_basic",1,1,0,7
21,12,"animals","three_subordinate",1,0,0,7
22,12,"vegetables","three_subordinate",1,0,0,7
23,12,"animals","three_superordinate",1,1,1,7
24,12,"vegetables","three_subordinate",0,0,0.25,7
25,12,"animals","three_subordinate",1,0,0,7
26,12,"animals","three_superordinate",1,1,1,7
27,12,"animals","three_subordinate",1,0,0,7
28,12,"vehicles","three_basic",1,1,0.25,7
29,12,"animals","three_superordinate",1,1,1,7
30,12,"vegetables","three_subordinate",1,0,0,7
31,12,"vegetables","three_subordinate",1,0,0,7
32,12,"vegetables","three_subordinate",1,0,0.25,7
33,12,"vehicles","three_basic",1,1,0,7
34,12,"vegetables","three_basic",1,1,0,7
35,12,"vehicles","three_subordinate",1,0,0,7
36,12,"vehicles","three_subordinate",1,0,0,7
37,12,"vehicles","three_subordinate",1,0,0,7
38,12,"vegetables","three_basic",1,1,0,7
39,12,"animals","three_subordinate",1,0,0,7
40,12,"vehicles","three_basic",1,1,0,7
41,12,"animals","three_subordinate",1,0,0,7
42,12,"vegetables","three_superordinate",1,1,1,7
43,12,"animals","three_superordinate",1,1,1,7
44,12,"vehicles","three_superordinate",1,1,1,7
45,12,"vegetables","three_basic",1,1,0,7
46,12,"vehicles","three_superordinate",1,1,0.75,7
47,12,"vehicles","three_basic",1,1,0,7
48,12,"animals","three_basic",1,1,0,7
49,12,"vehicles","three_subordinate",0,0,0.5,7
50,12,"animals","three_subordinate",1,0,0,7
1,11,"vehicles","three_subordinate",1,0,0,7
2,11,"vegetables","three_superordinate",1,1,1,7
3,11,"animals","three_superordinate",1,1,1,7
4,11,"vegetables","three_superordinate",1,1,0.75,7
5,11,"vegetables","three_subordinate",1,0.5,0,7
6,11,"vehicles","three_superordinate",0.5,1,0.75,7
7,11,"animals","three_superordinate",1,0,0,7
8,11,"vegetables","three_subordinate",1,0,0,7
9,11,"vegetables","three_basic",1,1,0,7
10,11,"animals","three_basic",1,0,0,7
11,11,"animals","three_subordinate",1,0,0,7
12,11,"vehicles","three_basic",2,1,0,7
13,11,"animals","three_superordinate",1,1,1,7
14,11,"vehicles","three_superordinate",1,1,0.75,7
15,11,"animals","three_superordinate",1,1,1,7
16,11,"vegetables","three_superordinate",1,1,1,7
17,11,"vehicles","three_subordinate",1,0,0,7
18,11,"vegetables","three_superordinate",1,1,1,7
19,11,"vehicles","three_basic",1,1,0,7
20,11,"animals","three_superordinate",1,1,1,7
21,11,"animals","three_basic",0.5,0.5,0,7
22,11,"animals","three_basic",1,1,0,7
23,11,"animals","three_subordinate",1,0,0,7
24,11,"vehicles","three_subordinate",0,0,0.25,7
25,11,"vegetables","three_basic",1,1,0,7
26,11,"vehicles","three_basic",1,1,0,7
27,11,"vehicles","three_basic",1,0.5,0,7
28,11,"vegetables","three_superordinate",1,1,0.25,7
29,11,"vegetables","three_superordinate",1,1,1,7
30,11,"animals","three_superordinate",1,1,0.75,7
31,11,"vehicles","three_subordinate",0.5,0,0,7
32,11,"vegetables","three_basic",1,1,0,7
33,11,"vehicles","three_subordinate",1,0,0,7
34,11,"animals","three_subordinate",1,0,0,7
35,11,"vegetables","three_basic",1,1,0,7
36,11,"animals","three_superordinate",1,1,1,7
37,11,"vegetables","three_superordinate",1,0,0,7
38,11,"animals","three_basic",1,1,0,7
39,11,"vehicles","three_subordinate",1,0,0,7
40,11,"vehicles","three_superordinate",1,1,1,7
41,11,"vegetables","three_basic",1,1,0,7
42,11,"animals","three_superordinate",1,1,1,7
43,11,"animals","three_subordinate",1,0,0,7
44,11,"vegetables","three_subordinate",1,0,0,7
45,11,"animals","three_subordinate",1,0,0,7
46,11,"animals","three_subordinate",1,0,0,7
47,11,"vehicles","three_subordinate",1,0,0,7
48,11,"vehicles","three_superordinate",1,1,1,7
49,11,"animals","three_subordinate",0.5,0,0.25,7
50,11,"animals","three_basic",0.5,1,0,7
1,1,"vehicles","one",1,0,0,7
2,1,"vegetables","one",1,0,0,7
3,1,"animals","one",1,1,0,7
4,1,"vehicles","one",1,1,1,7
5,1,"vegetables","one",1,1,0,7
6,1,"vegetables","one",1,1,0,7
7,1,"vegetables","one",1,1,0,7
8,1,"vehicles","one",1,0,0,7
9,1,"vegetables","one",1,0,0,7
10,1,"animals","one",1,1,0,7
11,1,"vehicles","one",1,0,0,7
12,1,"vegetables","one",1,1,0,7
13,1,"vehicles","one",1,1,1,7
14,1,"animals","one",1,0,0,7
15,1,"animals","one",1,1,0,7
16,1,"animals","one",1,0,0,7
17,1,"animals","one",1,1,0,7
18,1,"animals","one",1,0,0,7
19,1,"animals","one",1,0,0,7
20,1,"vehicles","one",1,1,1.25,7
21,1,"animals","one",1,0,0,7
22,1,"vehicles","one",0.5,1,0,7
23,1,"vegetables","one",1,1,0,7
24,1,"animals","one",0,0.5,0,7
25,1,"vegetables","one",1,1,0,7
26,1,"animals","one",1,0,0,7
27,1,"animals","one",1,0,0,7
28,1,"animals","one",1,0,0,7
29,1,"vegetables","one",1,1,0,7
30,1,"vegetables","one",1,0,0,7
31,1,"vegetables","one",1,0,0,7
32,1,"vehicles","one",1,1,0,7
33,1,"animals","one",1,1,0,7
34,1,"vehicles","one",3,3,3,7
35,1,"vegetables","one",0.5,0.5,1.5,7
36,1,"vehicles","one",1,1,0,7
37,1,"vegetables","one",1,0,0,7
38,1,"vehicles","one",1,0,0,7
39,1,"animals","one",1,0,0,7
40,1,"vehicles","one",1,0,0,7
41,1,"animals","one",1,0,0,7
42,1,"vegetables","one",1,1,0,7
43,1,"animals","one",1,0,0,7
44,1,"vehicles","one",1,0,0,7
45,1,"animals","one",1,0,0,7
46,1,"animals","one",1,1,0,7
47,1,"vegetables","one",1,1,0,7
48,1,"vehicles","one",1,1,0,7
49,1,"vehicles","one",0.5,0,0,7
50,1,"animals","one",1,1,0,7
1,3,"vegetables","one",0,1,0,7
2,3,"animals","one",1,0,0,7
3,3,"vegetables","one",1,1,0,7
4,3,"animals","one",0,0.5,0.75,7
5,3,"animals","one",1,0,0,7
6,3,"animals","one",1,1,0,7
7,3,"animals","one",1,1,0,7
8,3,"vegetables","one",1,0,0,7
9,3,"animals","one",1,1,0,7
10,3,"vegetables","one",1,1,0,7
11,3,"vegetables","one",1,0,0,7
12,3,"animals","one",1,0,0,7
13,3,"vegetables","one",1,1,1,7
14,3,"vegetables","one",1,1,0,7
15,3,"vehicles","one",1,1,0.25,7
16,3,"vegetables","one",1,0,0,7
17,3,"vegetables","one",1,1,1,7
18,3,"vegetables","one",1,1,0,7
19,3,"vegetables","one",1,1,0,7
20,3,"animals","one",1,1,1,7
21,3,"vehicles","one",1,0,0,7
22,3,"animals","one",1,0,0,7
23,3,"animals","one",1,1,0,7
24,3,"vegetables","one",0.5,0,0,7
25,3,"animals","one",1,1,0,7
26,3,"vehicles","one",1,1,0,7
27,3,"vehicles","one",1,0,0,7
28,3,"vehicles","one",1,1,0,7
29,3,"vehicles","one",1,1,0,7
30,3,"vehicles","one",1,0,0,7
31,3,"animals","one",1,0,0,7
32,3,"vegetables","one",1,0,0,7
33,3,"vegetables","one",1,1,0,7
34,3,"vegetables","one",1,1,0,7
35,3,"vehicles","one",0.5,0,0.5,7
36,3,"vegetables","one",1,1,0,7
37,3,"vehicles","one",1,0,0,7
38,3,"vegetables","one",1,0,0,7
39,3,"vegetables","one",1,1,0,7
40,3,"animals","one",1,0,0,7
41,3,"vehicles","one",0,1,0,7
42,3,"animals","one",1,0,0,7
43,3,"vegetables","one",1,1,0,7
44,3,"vegetables","one",1,0.5,0,7
45,3,"vegetables","one",1,0,0,7
46,3,"vehicles","one",1,0,0,7
47,3,"vehicles","one",1,1,0,7
48,3,"vegetables","one",1,1,0,7
49,3,"vegetables","one",0,0,1,7
50,3,"vegetables","one",1,1,0,7
1,2,"animals","one",1,0,0,7
2,2,"vehicles","one",1,0,0,7
3,2,"vehicles","one",1,1,0,7
4,2,"vegetables","one",1,1,0,7
5,2,"vehicles","one",1,0,0,7
6,2,"vehicles","one",1,1,0,7
7,2,"vehicles","one",1,0,0,7
8,2,"animals","one",1,0,0,7
9,2,"vehicles","one",1,0.5,0,7
10,2,"vehicles","one",1,1,0,7
11,2,"animals","one",1,0,0,7
12,2,"vehicles","one",1,0,0,7
13,2,"animals","one",1,1,1,7
14,2,"vehicles","one",1,1,0,7
15,2,"vegetables","one",1,1,0,7
16,2,"vehicles","one",1,0,0,7
17,2,"vehicles","one",1,1,0.75,7
18,2,"vehicles","one",1,1,0,7
19,2,"vehicles","one",1,0,0,7
20,2,"vegetables","one",1,1,1,7
21,2,"vegetables","one",1,0,0,7
22,2,"vegetables","one",1,1,0,7
23,2,"vehicles","one",1,1,0,7
24,2,"vehicles","one",0,0,0.25,7
25,2,"vehicles","one",1,1,0,7
26,2,"vegetables","one",1,1,0,7
27,2,"vegetables","one",0,0.5,0,7
28,2,"vegetables","one",1,0,0,7
29,2,"animals","one",1,1,0,7
30,2,"animals","one",1,0,0,7
31,2,"vehicles","one",1,0.5,0,7
32,2,"animals","one",1,1,0,7
33,2,"vehicles","one",1,0,0,7
34,2,"animals","one",1,1,0,7
35,2,"animals","one",0,0.5,0.25,7
36,2,"animals","one",1,1,0,7
37,2,"animals","one",1,0,0,7
38,2,"animals","one",1,0,0,7
39,2,"vehicles","one",1,0,0,7
40,2,"vegetables","one",1,0,0,7
41,2,"vegetables","one",1,0,0,7
42,2,"vehicles","one",1,0.5,0,7
43,2,"vehicles","one",1,0,0,7
44,2,"animals","one",1,1,0,7
45,2,"vehicles","one",0.5,0.5,0,7
46,2,"vegetables","one",1,1,0,7
47,2,"animals","one",1,1,0,7
48,2,"animals","one",1,1,0,7
49,2,"animals","one",1.5,0.5,0,7
50,2,"vehicles","one",1,1,0,7
1,5,"vehicles","three_basic",1,1,0,7
2,5,"vehicles","three_subordinate",1,1,0,7
3,5,"animals","three_subordinate",1,0,0,7
4,5,"vehicles","three_subordinate",1,0,0,7
5,5,"vehicles","three_superordinate",0.5,1,1,7
6,5,"vegetables","three_basic",1,1,0,7
7,5,"vegetables","three_superordinate",1,1,0.25,7
8,5,"vehicles","three_subordinate",1,0,0,7
9,5,"animals","three_basic",1,1,0,7
10,5,"vehicles","three_basic",1,1,0,7
11,5,"animals","three_basic",1,1,0,7
12,5,"vehicles","three_subordinate",1,0,0,7
13,5,"vehicles","three_superordinate",1,1,1,7
14,5,"animals","three_superordinate",1,0,0,7
15,5,"vegetables","three_basic",1,1,0,7
16,5,"animals","three_superordinate",1,1,1,7
17,5,"vegetables","three_subordinate",1,0,0,7
18,5,"vehicles","three_subordinate",0.5,0,0,7
19,5,"vehicles","three_subordinate",1,0,0,7
20,5,"vegetables","three_subordinate",1,0,0.5,7
21,5,"vegetables","three_basic",1,1,0,7
22,5,"animals","three_superordinate",1,1,1,7
23,5,"vegetables","three_basic",1,1,0,7
24,5,"animals","three_basic",0.5,0,0,7
25,5,"vehicles","three_subordinate",1,0,0,7
26,5,"vehicles","three_superordinate",1,1,0.25,7
27,5,"animals","three_basic",1,1,0,7
28,5,"animals","three_superordinate",1,1,0.25,7
29,5,"animals","three_subordinate",1,0,0,7
30,5,"vehicles","three_subordinate",1,0,0,7
31,5,"animals","three_superordinate",1,0,0,7
32,5,"animals","three_basic",1,1,0,7
33,5,"animals","three_subordinate",1,0,0,7
34,5,"vehicles","three_superordinate",1,1,1,7
35,5,"animals","three_subordinate",0.5,0,0.25,7
36,5,"vegetables","three_subordinate",1,0,0,7
37,5,"vehicles","three_basic",1,1,0,7
38,5,"vehicles","three_basic",1,1,0.25,7
39,5,"vegetables","three_subordinate",1,1,0,7
40,5,"vegetables","three_subordinate",1,1,0,7
41,5,"animals","three_superordinate",1,1,1,7
42,5,"vehicles","three_superordinate",1,1,1,7
43,5,"vegetables","three_subordinate",1,0,0,7
44,5,"animals","three_basic",1,1,0,7
45,5,"vegetables","three_subordinate",1,1,0,7
46,5,"vegetables","three_basic",1,0.5,0,7
47,5,"vegetables","three_subordinate",1,1,0,7
48,5,"animals","three_superordinate",1,1,0.75,7
49,5,"vegetables","three_superordinate",0,0,0.5,7
50,5,"vehicles","three_superordinate",1,1,1,7
1,4,"animals","three_basic",1,1,0,7
2,4,"animals","three_superordinate",1,1,1,7
3,4,"vegetables","three_basic",1,1,0,7
4,4,"vehicles","three_superordinate",1,1,1,7
5,4,"animals","three_basic",1,1,0,7
6,4,"animals","three_basic",1,1,0,7
7,4,"vehicles","three_superordinate",1,1,0,7
8,4,"vehicles","three_superordinate",1,1,1,7
9,4,"vegetables","three_subordinate",1,0,0,7
10,4,"vehicles","three_superordinate",1,1,0.25,7
11,4,"vehicles","three_subordinate",1,0,0,7
12,4,"animals","three_superordinate",1,0,0,7
13,4,"animals","three_basic",1,1,0,7
14,4,"animals","three_basic",1,1,0,7
15,4,"animals","three_subordinate",1,1,0,7
16,4,"vegetables","three_subordinate",1,0,0,7
17,4,"vegetables","three_superordinate",1,1,1,7
18,4,"animals","three_superordinate",1,1,1,7
19,4,"vehicles","three_superordinate",1,1,0,7
20,4,"vegetables","three_basic",1,1,0,7
21,4,"vegetables","three_superordinate",1,1,1,7
22,4,"vehicles","three_basic",1,1,0,7
23,4,"vegetables","three_superordinate",1,1,0.75,7
24,4,"vegetables","three_superordinate",0,0.5,0,7
25,4,"animals","three_basic",1,1,0,7
26,4,"animals","three_subordinate",1,0,0,7
27,4,"vehicles","three_superordinate",1,0,0.25,7
28,4,"animals","three_subordinate",1,0,0,7
29,4,"vegetables","three_basic",1,1,0,7
30,4,"vegetables","three_basic",1,1,0,7
31,4,"animals","three_basic",1,1,0,7
32,4,"vehicles","three_subordinate",0.5,1,0.25,7
33,4,"vegetables","three_subordinate",1,1,0,7
34,4,"vegetables","three_subordinate",1,1,0,7
35,4,"vehicles","three_basic",0,0,0.75,7
36,4,"vegetables","three_basic",1,1,0,7
37,4,"animals","three_subordinate",1,0,0,7
38,4,"vegetables","three_subordinate",1,0,0,7
39,4,"animals","three_superordinate",1,1,1,7
40,4,"animals","three_subordinate",1,1,0,7
41,4,"animals","three_basic",1,1,0,7
42,4,"animals","three_subordinate",1,0,0,7
43,4,"vegetables","three_superordinate",1,1,1,7
44,4,"vehicles","three_subordinate",1,0,0,7
45,4,"vehicles","three_subordinate",0.5,0,0,7
46,4,"vehicles","three_subordinate",1,0.5,0,7
47,4,"vehicles","three_superordinate",1,1,1,7
48,4,"animals","three_subordinate",1,0,0,7
49,4,"vegetables","three_basic",0,0.5,0.5,7
50,4,"vegetables","three_basic",1,0.5,0,7
1,7,"vehicles","three_superordinate",1,1,1,7
2,7,"vehicles","three_superordinate",1,1,1,7
3,7,"vehicles","three_subordinate",1,0,0,7
4,7,"animals","three_subordinate",1,0,0,7
5,7,"animals","three_subordinate",1,0,0,7
6,7,"animals","three_subordinate",1,1,0,7
7,7,"animals","three_basic",1,1,0,7
8,7,"animals","three_superordinate",1,1,1,7
9,7,"animals","three_subordinate",1,0,0,7
10,7,"vegetables","three_subordinate",1,0,0,7
11,7,"vehicles","three_superordinate",1,1,1,7
12,7,"animals","three_basic",1,0,0,7
13,7,"vehicles","three_basic",1,0.5,0,7
14,7,"vegetables","three_subordinate",1,1,0,7
15,7,"vehicles","three_basic",0.5,1,0.25,7
16,7,"vehicles","three_subordinate",1,0,0,7
17,7,"vehicles","three_basic",1,1,0,7
18,7,"animals","three_subordinate",1,0,0,7
19,7,"animals","three_basic",1,1,0,7
20,7,"vehicles","three_basic",1,1,0,7
21,7,"vehicles","three_superordinate",1,1,1,7
22,7,"vehicles","three_superordinate",1,1,0.75,7
23,7,"vegetables","three_subordinate",1,0,0,7
24,7,"animals","three_superordinate",0,0,0.25,7
25,7,"vegetables","three_superordinate",1,1,1,7
26,7,"vegetables","three_superordinate",1,1,0.75,7
27,7,"vegetables","three_basic",1,0.5,0,7
28,7,"vehicles","three_subordinate",0.5,0,0,7
29,7,"vehicles","three_superordinate",1,1,1,7
30,7,"vehicles","three_basic",1,0.5,0.75,7
31,7,"vehicles","three_basic",0.5,1,0,7
32,7,"animals","three_superordinate",1,1,1,7
33,7,"animals","three_basic",1,1,0,7
34,7,"vehicles","three_subordinate",1,0,0,7
35,7,"animals","three_basic",1,0,0,7
36,7,"vegetables","three_superordinate",1,1,1,7
37,7,"animals","three_basic",1,0,0,7
38,7,"vehicles","three_subordinate",1,0,0,7
39,7,"animals","three_basic",1,1,0,7
40,7,"vegetables","three_superordinate",1,1,0.75,7
41,7,"vegetables","three_superordinate",1,1,0.75,7
42,7,"animals","three_basic",1,1,0,7
43,7,"vehicles","three_subordinate",1,0,0,7
44,7,"vegetables","three_superordinate",1,1,1,7
45,7,"vegetables","three_superordinate",1,1,0.75,7
46,7,"vegetables","three_subordinate",1,0,0.5,7
47,7,"vegetables","three_superordinate",1,1,1,7
48,7,"vehicles","three_subordinate",1,0,0,7
49,7,"animals","three_superordinate",0.5,0.5,0.25,7
50,7,"vehicles","three_basic",1,1,0,7
1,6,"animals","three_superordinate",1,1,1,7
2,6,"animals","three_basic",1,1,0,7
3,6,"vehicles","three_superordinate",1,1,0.75,7
4,6,"animals","three_basic",1,1,0,7
5,6,"vehicles","three_basic",0.5,1,0.25,7
6,6,"vegetables","three_superordinate",1,1,0.25,7
7,6,"vegetables","three_subordinate",1,1,0,7
8,6,"animals","three_subordinate",1,0,0,7
9,6,"vehicles","three_basic",1,1,0,7
10,6,"vegetables","three_superordinate",1,1,0.75,7
11,6,"animals","three_superordinate",1,1,1,7
12,6,"vegetables","three_subordinate",1,1,0,7
13,6,"animals","three_subordinate",1,0,0,7
14,6,"vegetables","three_superordinate",1,0.5,0,7
15,6,"animals","three_basic",1,1,0,7
16,6,"vehicles","three_basic",1,1,0,7
17,6,"vegetables","three_basic",1,1,0,7
18,6,"animals","three_basic",1,1,0,7
19,6,"vegetables","three_superordinate",1,1,0,7
20,6,"animals","three_subordinate",1,0,0,7
21,6,"animals","three_superordinate",1,1,1,7
22,6,"vegetables","three_basic",1,1,0,7
23,6,"animals","three_basic",1,1,0,7
24,6,"vehicles","three_basic",0,0,0.25,7
25,6,"animals","three_superordinate",1,1,1,7
26,6,"vegetables","three_subordinate",1,1,0,7
27,6,"animals","three_superordinate",0.5,0,0,7
28,6,"vehicles","three_superordinate",1,1,0.5,7
29,6,"vehicles","three_subordinate",1,0,0,7
30,6,"vegetables","three_superordinate",1,1,1,7
31,6,"vegetables","three_superordinate",1,0,0,7
32,6,"vehicles","three_basic",1,1,0,7
33,6,"vegetables","three_basic",1,1,0,7
34,6,"vehicles","three_basic",1,1,0,7
35,6,"vegetables","three_superordinate",1,0,0,7
36,6,"animals","three_subordinate",1,0,0,7
37,6,"animals","three_superordinate",1,0,0,7
38,6,"animals","three_subordinate",1,0,0,7
39,6,"vegetables","three_basic",1,1,0,7
40,6,"animals","three_basic",1,1,0,7
41,6,"vegetables","three_subordinate",1,0,0,7
42,6,"vegetables","three_basic",1,1,0,7
43,6,"vegetables","three_basic",1,1,0,7
44,6,"animals","three_subordinate",1,0,0,7
45,6,"vehicles","three_basic",1,1,0,7
46,6,"vegetables","three_superordinate",1,1,0.75,7
47,6,"animals","three_subordinate",1,0,0,7
48,6,"vehicles","three_basic",1,1,0,7
49,6,"vegetables","three_subordinate",0,1,0,7
50,6,"vehicles","three_subordinate",1,1,0,7
1,10,"animals","three_subordinate",1,0,0,7
2,10,"animals","three_subordinate",1,0,0,7
3,10,"vehicles","three_basic",1,1,0,7
4,10,"vegetables","three_basic",1,1,0,7
5,10,"vegetables","three_basic",1,1,0,7
6,10,"vegetables","three_subordinate",1,0.5,0,7
7,10,"vegetables","three_basic",0.5,1,0,7
8,10,"vegetables","three_basic",1,1,0,7
9,10,"vehicles","three_superordinate",1,1,1,7
10,10,"vehicles","three_subordinate",1,0,0,7
11,10,"vegetables","three_basic",1,1,0,7
12,10,"animals","three_subordinate",1,0,0,7
13,10,"vegetables","three_superordinate",1,1,1,7
14,10,"vegetables","three_basic",1,1,0,7
15,10,"vehicles","three_subordinate",1,1,0,7
16,10,"animals","three_subordinate",1,0,0,7
17,10,"animals","three_basic",1,1,0,7
18,10,"vehicles","three_superordinate",1,1,1,7
19,10,"animals","three_superordinate",1,1,0,7
20,10,"vehicles","three_subordinate",1,0,0,7
21,10,"vehicles","three_basic",1,1,0,7
22,10,"vehicles","three_subordinate",1,0,0,7
23,10,"vehicles","three_basic",1,1,0,7
24,10,"vehicles","three_superordinate",0.5,0,0,7
25,10,"vehicles","three_superordinate",1,1,1,7
26,10,"vegetables","three_basic",1,1,0,7
27,10,"vegetables","three_superordinate",0.5,0,0.25,7
28,10,"vegetables","three_basic",1,1,0,7
29,10,"vehicles","three_basic",1,1,0,7
30,10,"vehicles","three_superordinate",1,1,0.75,7
31,10,"vegetables","three_basic",1,1,0,7
32,10,"vegetables","three_superordinate",1,1,1,7
33,10,"animals","three_superordinate",1,1,1,7
34,10,"animals","three_basic",1,1,0,7
35,10,"animals","three_superordinate",1,0,0,7
36,10,"vehicles","three_superordinate",0.5,0.5,0.75,7
37,10,"vegetables","three_basic",1,1,0,7
38,10,"animals","three_superordinate",1,0,0.25,7
39,10,"vegetables","three_superordinate",1,1,0.75,7
40,10,"vehicles","three_subordinate",1,0,0,7
41,10,"vehicles","three_superordinate",1,1,1,7
42,10,"vehicles","three_subordinate",1,0,0,7
43,10,"vehicles","three_superordinate",1,0.5,1,7
44,10,"vehicles","three_basic",1,1,0.25,7
45,10,"vehicles","three_superordinate",1,1,1,7
46,10,"animals","three_basic",0.5,1,0,7
47,10,"vegetables","three_basic",1,1,0,7
48,10,"vegetables","three_subordinate",1,0,0,7
49,10,"vehicles","three_superordinate",0,0.5,0.25,7
50,10,"vegetables","three_superordinate",1,1,0.75,7
